Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_8290	1398	533
QPX_transcriptome_v1_Contig_8291	482	379
QPX_transcriptome_v1_Contig_8292	222	34
QPX_transcriptome_v1_Contig_8293	1416	1074
QPX_transcriptome_v1_Contig_8294	174	150
QPX_transcriptome_v1_Contig_8295	1505	464
QPX_transcriptome_v1_Contig_8296	143	114
QPX_transcriptome_v1_Contig_8297	428	455
QPX_transcriptome_v1_Contig_8298	272	164
QPX_transcriptome_v1_Contig_8299	174	75
QPX_transcriptome_v1_Contig_83	804	577
QPX_transcriptome_v1_Contig_830	4137	3858
QPX_transcriptome_v1_Contig_8300	634	408
QPX_transcriptome_v1_Contig_8301	504	327
QPX_transcriptome_v1_Contig_8302	295	102
QPX_transcriptome_v1_Contig_8303	156	105
QPX_transcriptome_v1_Contig_8304	826	447
QPX_transcriptome_v1_Contig_8305	430	297
QPX_transcriptome_v1_Contig_8306	411	219
QPX_transcriptome_v1_Contig_8307	124	136
QPX_transcriptome_v1_Contig_8308	138	42
QPX_transcriptome_v1_Contig_8309	751	206
QPX_transcriptome_v1_Contig_831	16063	5541
QPX_transcriptome_v1_Contig_8310	196	187
QPX_transcriptome_v1_Contig_8311	417	225
QPX_transcriptome_v1_Contig_8312	541	77
QPX_transcriptome_v1_Contig_8313	447	838
QPX_transcriptome_v1_Contig_8314	491	228
QPX_transcriptome_v1_Contig_8315	338	131
QPX_transcriptome_v1_Contig_8316	568	271
QPX_transcriptome_v1_Contig_8317	995	591
QPX_transcriptome_v1_Contig_8318	1032	781
QPX_transcriptome_v1_Contig_8319	1692	1478
QPX_transcriptome_v1_Contig_832	2147	1607
QPX_transcriptome_v1_Contig_8320	208	109
QPX_transcriptome_v1_Contig_8321	1364	904
QPX_transcriptome_v1_Contig_8322	424	258
QPX_transcriptome_v1_Contig_8323	204	30
QPX_transcriptome_v1_Contig_8324	76	99
QPX_transcriptome_v1_Contig_8325	1014	202
QPX_transcriptome_v1_Contig_8326	298	225
QPX_transcriptome_v1_Contig_8327	508	128
QPX_transcriptome_v1_Contig_8328	839	350
QPX_transcriptome_v1_Contig_8329	784	470
QPX_transcriptome_v1_Contig_833	919	368
QPX_transcriptome_v1_Contig_8330	225	143
QPX_transcriptome_v1_Contig_8331	410	175
QPX_transcriptome_v1_Contig_8332	336	174
QPX_transcriptome_v1_Contig_8333	251	222
QPX_transcriptome_v1_Contig_8334	1439	1023
QPX_transcriptome_v1_Contig_8335	704	283
QPX_transcriptome_v1_Contig_8336	754	201
QPX_transcriptome_v1_Contig_8337	804	414
QPX_transcriptome_v1_Contig_8338	853	352
QPX_transcriptome_v1_Contig_8339	730	428
QPX_transcriptome_v1_Contig_834	774	332
QPX_transcriptome_v1_Contig_8340	492	99
QPX_transcriptome_v1_Contig_8341	175	160
QPX_transcriptome_v1_Contig_8342	68	170
QPX_transcriptome_v1_Contig_8343	128	94
QPX_transcriptome_v1_Contig_8344	827	378
QPX_transcriptome_v1_Contig_8345	476	260
QPX_transcriptome_v1_Contig_8346	917	546
QPX_transcriptome_v1_Contig_8347	2544	738
QPX_transcriptome_v1_Contig_8348	444	204
QPX_transcriptome_v1_Contig_8349	320	181
QPX_transcriptome_v1_Contig_835	5702	4844
QPX_transcriptome_v1_Contig_8350	612	315
QPX_transcriptome_v1_Contig_8351	551	229
QPX_transcriptome_v1_Contig_8352	185	60
QPX_transcriptome_v1_Contig_8353	179	62
QPX_transcriptome_v1_Contig_8354	339	240
QPX_transcriptome_v1_Contig_8355	746	189
QPX_transcriptome_v1_Contig_8356	508	103
QPX_transcriptome_v1_Contig_8357	146	63
QPX_transcriptome_v1_Contig_8358	184	64
QPX_transcriptome_v1_Contig_8359	114	145
QPX_transcriptome_v1_Contig_836	3270	1378
QPX_transcriptome_v1_Contig_8360	247	108
QPX_transcriptome_v1_Contig_8361	253	140
QPX_transcriptome_v1_Contig_8362	345	296
QPX_transcriptome_v1_Contig_8363	952	288
QPX_transcriptome_v1_Contig_8364	1908	492
QPX_transcriptome_v1_Contig_8365	152	78
QPX_transcriptome_v1_Contig_8366	192	175
QPX_transcriptome_v1_Contig_8367	117	220
QPX_transcriptome_v1_Contig_8368	181	143
QPX_transcriptome_v1_Contig_8369	321	103
QPX_transcriptome_v1_Contig_837	8558	2621
QPX_transcriptome_v1_Contig_8370	393	550
QPX_transcriptome_v1_Contig_8371	221	125
QPX_transcriptome_v1_Contig_8372	530	318
QPX_transcriptome_v1_Contig_8373	446	158
QPX_transcriptome_v1_Contig_8374	366	101
QPX_transcriptome_v1_Contig_8375	773	265
QPX_transcriptome_v1_Contig_8376	155	95
QPX_transcriptome_v1_Contig_8377	685	355
QPX_transcriptome_v1_Contig_8378	142	172
QPX_transcriptome_v1_Contig_8379	321	168
QPX_transcriptome_v1_Contig_838	1425	1428
QPX_transcriptome_v1_Contig_8380	666	207
QPX_transcriptome_v1_Contig_8381	492	212
QPX_transcriptome_v1_Contig_8382	230	98
QPX_transcriptome_v1_Contig_8383	105	54
QPX_transcriptome_v1_Contig_8384	438	292
QPX_transcriptome_v1_Contig_8385	236	87
QPX_transcriptome_v1_Contig_8386	613	388
QPX_transcriptome_v1_Contig_8387	491	119
QPX_transcriptome_v1_Contig_8388	852	290
QPX_transcriptome_v1_Contig_8389	482	321
QPX_transcriptome_v1_Contig_839	3226	2255
QPX_transcriptome_v1_Contig_8390	460	230
QPX_transcriptome_v1_Contig_8391	581	311
QPX_transcriptome_v1_Contig_8392	530	189
QPX_transcriptome_v1_Contig_8393	886	519
QPX_transcriptome_v1_Contig_8394	268	187
QPX_transcriptome_v1_Contig_8395	418	209
QPX_transcriptome_v1_Contig_8396	166	145
QPX_transcriptome_v1_Contig_8397	823	467
QPX_transcriptome_v1_Contig_8398	703	548
QPX_transcriptome_v1_Contig_8399	169	18
QPX_transcriptome_v1_Contig_84	2557	1678
QPX_transcriptome_v1_Contig_840	4085	1394
QPX_transcriptome_v1_Contig_8400	172	128
QPX_transcriptome_v1_Contig_8401	788	570
QPX_transcriptome_v1_Contig_8402	238	132
QPX_transcriptome_v1_Contig_8403	165	114
QPX_transcriptome_v1_Contig_8404	400	139
QPX_transcriptome_v1_Contig_8405	171	216
QPX_transcriptome_v1_Contig_8406	233	72
QPX_transcriptome_v1_Contig_8407	655	307
QPX_transcriptome_v1_Contig_8408	1083	854
QPX_transcriptome_v1_Contig_8409	651	258
QPX_transcriptome_v1_Contig_841	1407	449
QPX_transcriptome_v1_Contig_8410	198	147
QPX_transcriptome_v1_Contig_8411	104	85
QPX_transcriptome_v1_Contig_8412	485	99
QPX_transcriptome_v1_Contig_8413	241	111
QPX_transcriptome_v1_Contig_8414	509	245
QPX_transcriptome_v1_Contig_8415	173	72
QPX_transcriptome_v1_Contig_8416	665	333
QPX_transcriptome_v1_Contig_8417	486	187
QPX_transcriptome_v1_Contig_8418	1190	507
QPX_transcriptome_v1_Contig_8419	1198	546
QPX_transcriptome_v1_Contig_842	719	243
QPX_transcriptome_v1_Contig_8420	153	41
QPX_transcriptome_v1_Contig_8421	688	536
QPX_transcriptome_v1_Contig_8422	120	107
QPX_transcriptome_v1_Contig_8423	697	432
QPX_transcriptome_v1_Contig_8424	532	236
QPX_transcriptome_v1_Contig_8425	161	74
QPX_transcriptome_v1_Contig_8426	351	98
QPX_transcriptome_v1_Contig_8427	441	188
QPX_transcriptome_v1_Contig_8428	459	316
QPX_transcriptome_v1_Contig_8429	309	167
QPX_transcriptome_v1_Contig_843	2030	556
QPX_transcriptome_v1_Contig_8430	208	234
QPX_transcriptome_v1_Contig_8431	395	282
QPX_transcriptome_v1_Contig_8432	1115	659
QPX_transcriptome_v1_Contig_8433	607	348
QPX_transcriptome_v1_Contig_8434	547	816
QPX_transcriptome_v1_Contig_8435	179	200
QPX_transcriptome_v1_Contig_8436	243	160
QPX_transcriptome_v1_Contig_8437	774	367
QPX_transcriptome_v1_Contig_8438	266	132
QPX_transcriptome_v1_Contig_8439	762	416
QPX_transcriptome_v1_Contig_844	2393	955
QPX_transcriptome_v1_Contig_8440	162	119
QPX_transcriptome_v1_Contig_8441	274	211
QPX_transcriptome_v1_Contig_8442	962	384
QPX_transcriptome_v1_Contig_8443	149	84
QPX_transcriptome_v1_Contig_8444	531	184
QPX_transcriptome_v1_Contig_8445	237	94
QPX_transcriptome_v1_Contig_8446	395	178
QPX_transcriptome_v1_Contig_8447	529	280
QPX_transcriptome_v1_Contig_8448	1080	230
QPX_transcriptome_v1_Contig_8449	545	224
QPX_transcriptome_v1_Contig_845	35155	11331
QPX_transcriptome_v1_Contig_8450	345	180
QPX_transcriptome_v1_Contig_8451	261	271
QPX_transcriptome_v1_Contig_8452	130	127
QPX_transcriptome_v1_Contig_8453	232	78
QPX_transcriptome_v1_Contig_8454	658	443
QPX_transcriptome_v1_Contig_8455	680	534
QPX_transcriptome_v1_Contig_8456	461	198
QPX_transcriptome_v1_Contig_8457	453	251
QPX_transcriptome_v1_Contig_8458	479	207
QPX_transcriptome_v1_Contig_8459	122	104
QPX_transcriptome_v1_Contig_846	2580	654
QPX_transcriptome_v1_Contig_8460	420	331
QPX_transcriptome_v1_Contig_8461	795	187
QPX_transcriptome_v1_Contig_8462	137	164
QPX_transcriptome_v1_Contig_8463	321	129
QPX_transcriptome_v1_Contig_8464	188	121
QPX_transcriptome_v1_Contig_8465	425	276
QPX_transcriptome_v1_Contig_8466	238	364
QPX_transcriptome_v1_Contig_8467	167	134
QPX_transcriptome_v1_Contig_8468	1612	708
QPX_transcriptome_v1_Contig_8469	941	529
QPX_transcriptome_v1_Contig_847	948	642
QPX_transcriptome_v1_Contig_8470	615	389
QPX_transcriptome_v1_Contig_8471	394	208
QPX_transcriptome_v1_Contig_8472	716	240
QPX_transcriptome_v1_Contig_8473	129	94
QPX_transcriptome_v1_Contig_8474	148	52
QPX_transcriptome_v1_Contig_8475	164	125
QPX_transcriptome_v1_Contig_8476	695	269
QPX_transcriptome_v1_Contig_8477	279	166
QPX_transcriptome_v1_Contig_8478	769	253
QPX_transcriptome_v1_Contig_8479	137	166
QPX_transcriptome_v1_Contig_848	1842	1939
QPX_transcriptome_v1_Contig_8480	209	88
QPX_transcriptome_v1_Contig_8481	404	405
QPX_transcriptome_v1_Contig_8482	914	319
QPX_transcriptome_v1_Contig_8483	994	783
QPX_transcriptome_v1_Contig_8484	217	66
QPX_transcriptome_v1_Contig_8485	310	267
QPX_transcriptome_v1_Contig_8486	182	314
QPX_transcriptome_v1_Contig_8487	769	419
QPX_transcriptome_v1_Contig_8488	177	48
QPX_transcriptome_v1_Contig_8489	596	311
QPX_transcriptome_v1_Contig_849	997	219
QPX_transcriptome_v1_Contig_8490	333	318
QPX_transcriptome_v1_Contig_8491	311	127
QPX_transcriptome_v1_Contig_8492	268	153
QPX_transcriptome_v1_Contig_8493	196	46
QPX_transcriptome_v1_Contig_8494	171	82
QPX_transcriptome_v1_Contig_8495	176	72
QPX_transcriptome_v1_Contig_8496	680	341
QPX_transcriptome_v1_Contig_8497	262	169
QPX_transcriptome_v1_Contig_8498	151	67
QPX_transcriptome_v1_Contig_8499	1648	1297
QPX_transcriptome_v1_Contig_850	4608	2490
QPX_transcriptome_v1_Contig_8500	541	403
QPX_transcriptome_v1_Contig_8501	323	337
QPX_transcriptome_v1_Contig_8502	567	195
QPX_transcriptome_v1_Contig_8503	1245	269
QPX_transcriptome_v1_Contig_8504	177	153
QPX_transcriptome_v1_Contig_8505	593	208
QPX_transcriptome_v1_Contig_8506	641	404
QPX_transcriptome_v1_Contig_8507	1023	543
QPX_transcriptome_v1_Contig_8508	140	157
QPX_transcriptome_v1_Contig_8509	395	110
QPX_transcriptome_v1_Contig_851	1218	718
QPX_transcriptome_v1_Contig_8510	327	91
QPX_transcriptome_v1_Contig_8511	646	349
QPX_transcriptome_v1_Contig_8512	836	251
QPX_transcriptome_v1_Contig_8513	190	60
QPX_transcriptome_v1_Contig_8514	151	252
QPX_transcriptome_v1_Contig_8515	89	141
QPX_transcriptome_v1_Contig_8516	251	73
QPX_transcriptome_v1_Contig_8517	204	187
QPX_transcriptome_v1_Contig_8518	177	139
QPX_transcriptome_v1_Contig_8519	161	73
QPX_transcriptome_v1_Contig_852	17530	11922
QPX_transcriptome_v1_Contig_8520	753	392
QPX_transcriptome_v1_Contig_8521	191	132
QPX_transcriptome_v1_Contig_8522	318	74
QPX_transcriptome_v1_Contig_8523	939	342
QPX_transcriptome_v1_Contig_8524	222	122
QPX_transcriptome_v1_Contig_8525	947	420
QPX_transcriptome_v1_Contig_8526	450	144
QPX_transcriptome_v1_Contig_8527	792	371
QPX_transcriptome_v1_Contig_8528	127	98
QPX_transcriptome_v1_Contig_8529	423	296
QPX_transcriptome_v1_Contig_853	2763	1737
QPX_transcriptome_v1_Contig_8530	1207	324
QPX_transcriptome_v1_Contig_8531	639	333
QPX_transcriptome_v1_Contig_8532	334	177
QPX_transcriptome_v1_Contig_8533	149	86
QPX_transcriptome_v1_Contig_8534	234	156
QPX_transcriptome_v1_Contig_8535	610	311
QPX_transcriptome_v1_Contig_8536	690	333
QPX_transcriptome_v1_Contig_8537	254	199
QPX_transcriptome_v1_Contig_8538	573	326
QPX_transcriptome_v1_Contig_8539	244	107
QPX_transcriptome_v1_Contig_854	9673	6750
QPX_transcriptome_v1_Contig_8540	1281	401
QPX_transcriptome_v1_Contig_8541	1081	429
QPX_transcriptome_v1_Contig_8542	527	141
QPX_transcriptome_v1_Contig_8543	342	147
QPX_transcriptome_v1_Contig_8544	99	76
QPX_transcriptome_v1_Contig_8545	566	184
QPX_transcriptome_v1_Contig_8546	287	207
QPX_transcriptome_v1_Contig_8547	254	135
QPX_transcriptome_v1_Contig_8548	441	171
QPX_transcriptome_v1_Contig_8549	174	105
QPX_transcriptome_v1_Contig_855	913	524
QPX_transcriptome_v1_Contig_8550	107	115
QPX_transcriptome_v1_Contig_8551	247	212
QPX_transcriptome_v1_Contig_8552	128	61
QPX_transcriptome_v1_Contig_8553	1185	739
QPX_transcriptome_v1_Contig_8554	363	129
QPX_transcriptome_v1_Contig_8555	313	147
QPX_transcriptome_v1_Contig_8556	464	170
QPX_transcriptome_v1_Contig_8557	309	97
QPX_transcriptome_v1_Contig_8558	540	79
QPX_transcriptome_v1_Contig_8559	517	110
QPX_transcriptome_v1_Contig_856	4605	4388
QPX_transcriptome_v1_Contig_8560	1779	769
QPX_transcriptome_v1_Contig_8561	236	210
QPX_transcriptome_v1_Contig_8562	887	469
QPX_transcriptome_v1_Contig_8563	365	266
QPX_transcriptome_v1_Contig_8564	160	257
QPX_transcriptome_v1_Contig_8565	428	96
QPX_transcriptome_v1_Contig_8566	830	211
QPX_transcriptome_v1_Contig_8567	282	182
QPX_transcriptome_v1_Contig_8568	313	259
QPX_transcriptome_v1_Contig_8569	313	248
QPX_transcriptome_v1_Contig_857	1774	1412
QPX_transcriptome_v1_Contig_8570	118	177
QPX_transcriptome_v1_Contig_8571	386	271
QPX_transcriptome_v1_Contig_8572	862	388
QPX_transcriptome_v1_Contig_8573	109	121
QPX_transcriptome_v1_Contig_8574	546	210
QPX_transcriptome_v1_Contig_8575	166	100
QPX_transcriptome_v1_Contig_8576	460	144
QPX_transcriptome_v1_Contig_8577	318	41
QPX_transcriptome_v1_Contig_8578	982	207
QPX_transcriptome_v1_Contig_8579	92	59
QPX_transcriptome_v1_Contig_858	3504	3751
QPX_transcriptome_v1_Contig_8580	915	161
QPX_transcriptome_v1_Contig_8581	315	85
QPX_transcriptome_v1_Contig_8582	495	95
QPX_transcriptome_v1_Contig_8583	231	157
QPX_transcriptome_v1_Contig_8584	133	184
QPX_transcriptome_v1_Contig_8585	197	113
QPX_transcriptome_v1_Contig_8586	185	124
QPX_transcriptome_v1_Contig_8587	566	157
QPX_transcriptome_v1_Contig_8588	200	100
QPX_transcriptome_v1_Contig_8589	197	114
QPX_transcriptome_v1_Contig_859	4863	1313
QPX_transcriptome_v1_Contig_8590	454	152
QPX_transcriptome_v1_Contig_8591	2353	1445
QPX_transcriptome_v1_Contig_8592	249	211
QPX_transcriptome_v1_Contig_8593	438	755
QPX_transcriptome_v1_Contig_8594	1210	504
QPX_transcriptome_v1_Contig_8595	144	85
QPX_transcriptome_v1_Contig_8596	197	122
QPX_transcriptome_v1_Contig_8597	196	107
QPX_transcriptome_v1_Contig_8598	103	174
QPX_transcriptome_v1_Contig_8599	297	59
QPX_transcriptome_v1_Contig_86	7023	909
QPX_transcriptome_v1_Contig_860	1635	696
QPX_transcriptome_v1_Contig_8600	172	119
QPX_transcriptome_v1_Contig_8601	807	889
QPX_transcriptome_v1_Contig_8602	193	52
QPX_transcriptome_v1_Contig_8603	200	221
QPX_transcriptome_v1_Contig_8604	160	93
QPX_transcriptome_v1_Contig_8605	800	711
QPX_transcriptome_v1_Contig_8606	709	411
QPX_transcriptome_v1_Contig_8607	216	188
QPX_transcriptome_v1_Contig_8608	721	343
QPX_transcriptome_v1_Contig_8609	521	178
QPX_transcriptome_v1_Contig_861	889	354
QPX_transcriptome_v1_Contig_8610	991	1024
QPX_transcriptome_v1_Contig_8611	940	251
QPX_transcriptome_v1_Contig_8612	228	135
QPX_transcriptome_v1_Contig_8613	859	339
QPX_transcriptome_v1_Contig_8614	129	106
QPX_transcriptome_v1_Contig_8615	191	77
QPX_transcriptome_v1_Contig_8616	106	94
QPX_transcriptome_v1_Contig_8617	254	117
QPX_transcriptome_v1_Contig_8618	681	242
QPX_transcriptome_v1_Contig_8619	185	111
QPX_transcriptome_v1_Contig_862	640	628
QPX_transcriptome_v1_Contig_8620	978	212
QPX_transcriptome_v1_Contig_8621	182	180
QPX_transcriptome_v1_Contig_8622	812	415
QPX_transcriptome_v1_Contig_8623	177	83
QPX_transcriptome_v1_Contig_8624	840	257
QPX_transcriptome_v1_Contig_8625	171	169
QPX_transcriptome_v1_Contig_8626	535	110
QPX_transcriptome_v1_Contig_8627	391	181
QPX_transcriptome_v1_Contig_8628	566	190
QPX_transcriptome_v1_Contig_8629	237	101
QPX_transcriptome_v1_Contig_863	3096	1131
QPX_transcriptome_v1_Contig_8630	370	82
QPX_transcriptome_v1_Contig_8631	186	176
QPX_transcriptome_v1_Contig_8632	471	239
QPX_transcriptome_v1_Contig_8633	579	222
QPX_transcriptome_v1_Contig_8634	559	684
QPX_transcriptome_v1_Contig_8635	473	144
QPX_transcriptome_v1_Contig_8636	219	74
QPX_transcriptome_v1_Contig_8637	586	237
QPX_transcriptome_v1_Contig_8638	760	638
QPX_transcriptome_v1_Contig_8639	262	149
QPX_transcriptome_v1_Contig_864	6356	2194
QPX_transcriptome_v1_Contig_8640	148	98
QPX_transcriptome_v1_Contig_8641	199	70
QPX_transcriptome_v1_Contig_8642	375	60
QPX_transcriptome_v1_Contig_8643	217	92
QPX_transcriptome_v1_Contig_8644	218	144
QPX_transcriptome_v1_Contig_8645	809	288
QPX_transcriptome_v1_Contig_8646	484	333
QPX_transcriptome_v1_Contig_8647	140	359
QPX_transcriptome_v1_Contig_8648	469	386
QPX_transcriptome_v1_Contig_8649	233	100
QPX_transcriptome_v1_Contig_865	3083	1289
QPX_transcriptome_v1_Contig_8650	320	182
QPX_transcriptome_v1_Contig_8651	1049	469
QPX_transcriptome_v1_Contig_8652	752	294
QPX_transcriptome_v1_Contig_8653	139	433
QPX_transcriptome_v1_Contig_8654	705	610
QPX_transcriptome_v1_Contig_8655	900	566
QPX_transcriptome_v1_Contig_8656	464	271
QPX_transcriptome_v1_Contig_8657	1206	519
QPX_transcriptome_v1_Contig_8658	578	406
QPX_transcriptome_v1_Contig_8659	565	414
QPX_transcriptome_v1_Contig_866	536	181
QPX_transcriptome_v1_Contig_8660	227	84
QPX_transcriptome_v1_Contig_8661	71	136
QPX_transcriptome_v1_Contig_8662	573	256
QPX_transcriptome_v1_Contig_8663	646	289
QPX_transcriptome_v1_Contig_8664	1158	541
QPX_transcriptome_v1_Contig_8665	597	470
QPX_transcriptome_v1_Contig_8666	917	614
QPX_transcriptome_v1_Contig_8667	111	61
QPX_transcriptome_v1_Contig_8668	270	87
QPX_transcriptome_v1_Contig_8669	160	48
QPX_transcriptome_v1_Contig_867	584	376
QPX_transcriptome_v1_Contig_8670	1931	658
QPX_transcriptome_v1_Contig_8671	334	101
QPX_transcriptome_v1_Contig_8672	620	387
QPX_transcriptome_v1_Contig_8673	354	96
QPX_transcriptome_v1_Contig_8674	191	72
QPX_transcriptome_v1_Contig_8675	339	213
QPX_transcriptome_v1_Contig_8676	470	267
QPX_transcriptome_v1_Contig_8677	576	275
QPX_transcriptome_v1_Contig_8678	583	335
QPX_transcriptome_v1_Contig_8679	677	363
QPX_transcriptome_v1_Contig_868	275	173
QPX_transcriptome_v1_Contig_8680	310	162
QPX_transcriptome_v1_Contig_8681	333	53
QPX_transcriptome_v1_Contig_8682	1617	940
QPX_transcriptome_v1_Contig_8683	438	320
QPX_transcriptome_v1_Contig_8684	878	492
QPX_transcriptome_v1_Contig_8685	168	170
QPX_transcriptome_v1_Contig_8686	231	378
QPX_transcriptome_v1_Contig_8687	1167	514
QPX_transcriptome_v1_Contig_8688	162	189
QPX_transcriptome_v1_Contig_8689	577	354
QPX_transcriptome_v1_Contig_869	7252	2718
QPX_transcriptome_v1_Contig_8690	170	203
QPX_transcriptome_v1_Contig_8691	111	55
QPX_transcriptome_v1_Contig_8692	791	532
QPX_transcriptome_v1_Contig_8693	606	372
QPX_transcriptome_v1_Contig_8694	139	156
QPX_transcriptome_v1_Contig_8695	520	393
QPX_transcriptome_v1_Contig_8696	82	156
QPX_transcriptome_v1_Contig_8697	164	89
QPX_transcriptome_v1_Contig_8698	185	67
QPX_transcriptome_v1_Contig_8699	1276	400
QPX_transcriptome_v1_Contig_87	20864	14285
QPX_transcriptome_v1_Contig_870	640	397
QPX_transcriptome_v1_Contig_8700	302	159
QPX_transcriptome_v1_Contig_8701	332	77
QPX_transcriptome_v1_Contig_8702	559	129
QPX_transcriptome_v1_Contig_8703	404	225
QPX_transcriptome_v1_Contig_8704	160	27
QPX_transcriptome_v1_Contig_8705	386	343
QPX_transcriptome_v1_Contig_8706	206	113
QPX_transcriptome_v1_Contig_8707	478	368
QPX_transcriptome_v1_Contig_8708	460	291
QPX_transcriptome_v1_Contig_8709	950	337
QPX_transcriptome_v1_Contig_871	1433	636
QPX_transcriptome_v1_Contig_8710	148	151
QPX_transcriptome_v1_Contig_8711	90	141
QPX_transcriptome_v1_Contig_8712	243	99
QPX_transcriptome_v1_Contig_8713	83	54
QPX_transcriptome_v1_Contig_8714	847	380
QPX_transcriptome_v1_Contig_8715	334	307
QPX_transcriptome_v1_Contig_8716	196	194
QPX_transcriptome_v1_Contig_8717	191	175
QPX_transcriptome_v1_Contig_8718	186	55
QPX_transcriptome_v1_Contig_8719	306	215
QPX_transcriptome_v1_Contig_872	4489	2842
QPX_transcriptome_v1_Contig_8720	179	299
QPX_transcriptome_v1_Contig_8721	738	497
QPX_transcriptome_v1_Contig_8722	90	79
QPX_transcriptome_v1_Contig_8723	79	54
QPX_transcriptome_v1_Contig_8724	128	114
QPX_transcriptome_v1_Contig_8725	1783	1166
QPX_transcriptome_v1_Contig_8726	300	220
QPX_transcriptome_v1_Contig_8727	190	99
QPX_transcriptome_v1_Contig_8728	258	98
QPX_transcriptome_v1_Contig_8729	1762	861
QPX_transcriptome_v1_Contig_873	4297	1540
QPX_transcriptome_v1_Contig_8730	421	354
QPX_transcriptome_v1_Contig_8731	251	192
QPX_transcriptome_v1_Contig_8732	457	283
QPX_transcriptome_v1_Contig_8733	289	111
QPX_transcriptome_v1_Contig_8734	197	166
QPX_transcriptome_v1_Contig_8735	913	435
QPX_transcriptome_v1_Contig_8736	299	92
QPX_transcriptome_v1_Contig_8737	1007	651
QPX_transcriptome_v1_Contig_8738	253	150
QPX_transcriptome_v1_Contig_8739	1174	405
QPX_transcriptome_v1_Contig_874	7753	1722
QPX_transcriptome_v1_Contig_8740	178	53
QPX_transcriptome_v1_Contig_8741	362	93
QPX_transcriptome_v1_Contig_8742	447	11
QPX_transcriptome_v1_Contig_8743	211	118
QPX_transcriptome_v1_Contig_8744	159	140
QPX_transcriptome_v1_Contig_8745	2350	1831
QPX_transcriptome_v1_Contig_8746	419	136
QPX_transcriptome_v1_Contig_8747	303	185
QPX_transcriptome_v1_Contig_8748	1418	694
QPX_transcriptome_v1_Contig_8749	1209	1198
QPX_transcriptome_v1_Contig_875	1434	1093
QPX_transcriptome_v1_Contig_8750	344	175
QPX_transcriptome_v1_Contig_8751	491	201
QPX_transcriptome_v1_Contig_8752	350	82
QPX_transcriptome_v1_Contig_8753	183	38
QPX_transcriptome_v1_Contig_8754	232	109
QPX_transcriptome_v1_Contig_8755	265	218
QPX_transcriptome_v1_Contig_8756	392	195
QPX_transcriptome_v1_Contig_8757	333	138
QPX_transcriptome_v1_Contig_8758	103	233
QPX_transcriptome_v1_Contig_8759	129	92
QPX_transcriptome_v1_Contig_876	1838	1147
QPX_transcriptome_v1_Contig_8760	217	85
QPX_transcriptome_v1_Contig_8761	205	113
QPX_transcriptome_v1_Contig_8762	425	873
QPX_transcriptome_v1_Contig_8763	107	107
QPX_transcriptome_v1_Contig_8764	172	226
QPX_transcriptome_v1_Contig_8765	446	151
QPX_transcriptome_v1_Contig_8766	100	103
QPX_transcriptome_v1_Contig_8767	170	56
QPX_transcriptome_v1_Contig_8768	321	279
QPX_transcriptome_v1_Contig_8769	871	463
QPX_transcriptome_v1_Contig_877	7861	3655
QPX_transcriptome_v1_Contig_8770	311	215
QPX_transcriptome_v1_Contig_8771	175	59
QPX_transcriptome_v1_Contig_8772	452	237
QPX_transcriptome_v1_Contig_8773	181	197
QPX_transcriptome_v1_Contig_8774	336	83
QPX_transcriptome_v1_Contig_8775	100	137
QPX_transcriptome_v1_Contig_8776	1620	770
QPX_transcriptome_v1_Contig_8777	193	96
QPX_transcriptome_v1_Contig_8778	274	217
QPX_transcriptome_v1_Contig_8779	1028	209
QPX_transcriptome_v1_Contig_878	237	145
QPX_transcriptome_v1_Contig_8780	388	222
QPX_transcriptome_v1_Contig_8781	373	76
QPX_transcriptome_v1_Contig_8782	296	283
QPX_transcriptome_v1_Contig_8783	948	557
QPX_transcriptome_v1_Contig_8784	593	663
QPX_transcriptome_v1_Contig_8785	533	164
QPX_transcriptome_v1_Contig_8786	416	263
QPX_transcriptome_v1_Contig_8787	754	556
QPX_transcriptome_v1_Contig_8788	195	102
QPX_transcriptome_v1_Contig_8789	206	80
QPX_transcriptome_v1_Contig_879	20604	16945
QPX_transcriptome_v1_Contig_8790	442	326
QPX_transcriptome_v1_Contig_8791	442	103
QPX_transcriptome_v1_Contig_8792	611	356
QPX_transcriptome_v1_Contig_8793	999	375
QPX_transcriptome_v1_Contig_8794	729	1100
QPX_transcriptome_v1_Contig_8795	189	138
QPX_transcriptome_v1_Contig_8796	287	70
QPX_transcriptome_v1_Contig_8797	237	220
QPX_transcriptome_v1_Contig_8798	293	93
QPX_transcriptome_v1_Contig_8799	1084	277
QPX_transcriptome_v1_Contig_88	376	197
QPX_transcriptome_v1_Contig_880	22602	8535
QPX_transcriptome_v1_Contig_8800	651	355
QPX_transcriptome_v1_Contig_8801	330	97
QPX_transcriptome_v1_Contig_8802	265	130
QPX_transcriptome_v1_Contig_8803	266	193
QPX_transcriptome_v1_Contig_8804	269	80
QPX_transcriptome_v1_Contig_8805	760	399
QPX_transcriptome_v1_Contig_8806	797	466
QPX_transcriptome_v1_Contig_8807	316	77
QPX_transcriptome_v1_Contig_8808	121	174
QPX_transcriptome_v1_Contig_8809	213	91
QPX_transcriptome_v1_Contig_881	3425	1262
QPX_transcriptome_v1_Contig_8810	408	118
QPX_transcriptome_v1_Contig_8811	136	99
